Date,ADRO.JK,ANTM.JK,ASII.JK,BBCA.JK,BBRI.JK,INDY.JK,KAEF.JK,PGAS.JK,SIDO.JK,TLKM.JK
2023-02-27,2970.0,2038.34,5833.34,8816.66,4826.66,2266.66,1066.66,1545.0,870.0,4000.0
2023-02-28,3050.0,2023.34,6216.66,8791.66,4750.0,2343.34,1058.34,1575.0,890.0,3940.0
2023-03-01,3020.0,2021.66,6200.0,8700.0,4746.66,2320.0,1241.66,1568.34,896.66,3976.66
2023-03-02,3023.34,2033.34,6191.66,8683.34,4800.0,2373.34,1116.66,1620.0,926.66,3913.34
2023-03-03,3093.34,2028.34,6125.0,8608.34,4796.66,2403.34,1093.34,1603.34,910.0,3923.34
2023-03-06,2986.66,2001.66,6116.66,8500.0,4800.0,2340.0,1060.0,1613.34,905.0,3930.0
2023-03-07,2896.66,1963.34,6050.0,8483.34,4870.0,2290.0,1056.66,1588.34,908.34,3910.0
2023-03-08,2956.66,1920.0,5975.0,8633.34,4853.34,2266.66,1040.0,1558.34,893.34,3970.0
2023-03-09,2933.34,1900.0,6066.66,8633.34,4850.0,2250.0,1041.66,1576.66,896.66,3993.34
2023-03-10,2890.0,1900.0,6016.66,8516.66,4833.34,2213.34,1043.34,1561.66,915.0,4043.34
2023-03-13,2933.34,1876.66,5983.34,8633.34,4876.66,2306.66,1041.66,1553.34,875.0,4113.34
2023-03-14,2863.34,1863.34,5883.34,8425.0,4770.0,2256.66,1010.0,1523.34,863.34,4073.34
2023-03-15,2803.34,1871.66,5841.66,8425.0,4746.66,2193.34,1036.66,1466.66,856.66,4043.34
2023-03-16,2706.66,1843.34,5925.0,8350.0,4773.34,2093.34,998.34,1400.0,851.66,4080.0
2023-03-17,2823.34,1923.34,5900.0,8441.66,4950.0,2126.66,1003.34,1403.34,838.34,4090.0
2023-03-20,2763.34,1928.34,5916.66,8458.34,4900.0,2106.66,986.66,1375.0,826.66,4046.66
2023-03-21,2743.34,1905.0,5950.0,8541.66,4933.34,2056.66,948.34,1363.34,833.34,4160.0
2023-03-24,2720.0,1928.34,6000.0,8891.66,4820.0,2080.0,943.34,1375.0,865.0,4106.66
2023-03-27,2723.34,2001.66,5941.66,8783.34,4780.0,2113.34,940.0,1398.34,865.0,4103.34
2023-03-28,2813.34,2013.34,5900.0,8758.34,4786.66,2316.66,925.0,1408.34,875.0,4090.0
2023-03-29,2926.66,2113.34,6050.0,8858.34,4830.0,2480.0,926.66,1418.34,870.0,4123.34
2023-03-30,2910.0,2106.66,5950.0,8883.34,4793.34,2433.34,981.66,1415.0,856.66,4133.34
2023-03-31,2936.66,2110.0,6041.66,8825.0,4750.0,2453.34,941.66,1396.66,878.34,4106.66
2023-04-03,2993.34,2110.0,6075.0,8833.34,4813.34,2476.66,930.0,1400.0,871.66,4096.66
2023-04-04,3083.34,2086.66,6066.66,8850.0,4840.0,2533.34,926.66,1430.0,860.0,4093.34
2023-04-05,3086.66,2143.34,6041.66,8775.0,4873.34,2603.34,916.66,1408.34,848.34,4186.66
2023-04-06,3086.66,2120.0,5975.0,8783.34,4860.0,2573.34,920.0,1385.0,843.34,4290.0
2023-04-10,3043.34,2076.66,6008.34,8833.34,4873.34,2533.34,913.34,1373.34,820.0,4336.66
2023-04-11,3086.66,2136.66,6141.66,8850.0,4903.34,2550.0,908.34,1390.0,840.0,4316.66
2023-04-12,3030.0,2133.34,6325.0,8925.0,4956.66,2560.0,903.34,1395.0,828.34,4353.34
2023-04-13,2996.66,2140.0,6291.66,8958.34,5010.0,2753.34,910.0,1395.0,826.66,4363.34
2023-04-14,2966.66,2143.34,6266.66,9016.66,5116.66,2693.34,906.66,1400.0,820.0,4360.0
2023-04-17,2920.0,2140.0,6266.66,9083.34,5056.66,2710.0,946.66,1430.0,825.0,4323.34
2023-04-18,3056.66,2126.66,6508.34,9191.66,5000.0,2843.34,925.0,1431.66,810.0,4290.0
2023-04-26,3146.66,2126.66,6766.66,9266.66,5140.0,2650.0,911.66,1466.66,826.66,4490.0
